neighbourhood_group,neighbourhood,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,has_review,price
Bronx,Pelham Bay,Entire home/apt,1,15,5.77,1,336,1,125
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,45,1.65,2,270,1,161
Brooklyn,Bedford-Stuyvesant,Entire home/apt,3,1,0.16,1,0,1,130
Brooklyn,Cobble Hill,Private room,7,57,4.49,2,285,1,80
Manhattan,Kips Bay,Entire home/apt,1,5,0.46,1,23,1,150
Brooklyn,Crown Heights,Entire home/apt,2,3,0.2,1,0,1,150
Brooklyn,Bushwick,Private room,1,2,0.1,2,0,1,55
Brooklyn,Williamsburg,Private room,1,3,0.06,1,0,1,80
Manhattan,Nolita,Private room,3,0,,1,0,0,110
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,96,2.5,2,357,1,99
Queens,Ridgewood,Entire home/apt,18,14,0.64,2,141,1,170
Brooklyn,Park Slope,Entire home/apt,2,9,1.09,1,23,1,200
Brooklyn,Boerum Hill,Private room,1,10,0.38,1,0,1,53
Brooklyn,Williamsburg,Private room,31,0,,1,0,0,90
Manhattan,Upper East Side,Entire home/apt,1,15,0.35,1,0,1,175
Manhattan,Upper East Side,Entire home/apt,31,1,0.18,33,327,1,350
Manhattan,Greenwich Village,Private room,3,1,0.04,1,0,1,80
Manhattan,East Village,Entire home/apt,1,2,0.06,1,0,1,125
Brooklyn,Bedford-Stuyvesant,Entire home/apt,30,9,0.16,21,342,1,172
Brooklyn,Bushwick,Entire home/apt,3,99,1.97,1,327,1,145
Manhattan,SoHo,Private room,4,2,2.0,1,60,1,400
Brooklyn,Williamsburg,Entire home/apt,4,10,0.37,1,0,1,95
Manhattan,Upper East Side,Private room,19,6,0.17,10,285,1,49
Brooklyn,Williamsburg,Entire home/apt,3,4,0.22,1,0,1,115
Manhattan,Theater District,Entire home/apt,30,0,,232,14,0,219
Manhattan,East Village,Entire home/apt,30,2,0.06,39,310,1,300
Manhattan,East Harlem,Private room,30,5,0.26,4,220,1,46
Brooklyn,Bushwick,Entire home/apt,1,1,1.0,2,353,1,110
Brooklyn,Navy Yard,Entire home/apt,1,7,0.12,1,0,1,150
Brooklyn,Brighton Beach,Private room,1,67,3.83,5,186,1,35
Manhattan,East Harlem,Private room,3,0,,1,0,0,73
Manhattan,Hell's Kitchen,Private room,1,0,,1,0,0,90
Queens,Elmhurst,Private room,30,0,,37,0,0,33
Brooklyn,Williamsburg,Entire home/apt,4,40,1.58,1,41,1,250
Manhattan,Harlem,Private room,30,0,,103,223,0,37
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,5,2.59,2,149,1,100
Manhattan,Financial District,Entire home/apt,5,6,0.15,1,208,1,230
Manhattan,Harlem,Entire home/apt,10,6,0.18,1,6,1,90
Manhattan,Hell's Kitchen,Private room,3,0,,1,7,0,88
Manhattan,Upper West Side,Entire home/apt,30,8,0.24,1,328,1,150
Manhattan,Chelsea,Private room,4,33,2.56,1,0,1,68
Manhattan,Upper East Side,Entire home/apt,2,1,1.0,1,57,1,320
Brooklyn,Crown Heights,Private room,28,20,0.37,1,282,1,33
Manhattan,Hell's Kitchen,Entire home/apt,7,3,0.33,1,0,1,151
Brooklyn,Williamsburg,Private room,7,0,,2,0,0,62
Brooklyn,Crown Heights,Entire home/apt,3,6,0.45,2,0,1,155
Manhattan,Upper West Side,Entire home/apt,2,40,1.54,2,285,1,375
Brooklyn,Crown Heights,Private room,2,2,0.04,1,0,1,75
Manhattan,Upper West Side,Private room,3,7,0.15,1,10,1,89
Manhattan,Inwood,Private room,2,3,0.42,1,19,1,40
Manhattan,SoHo,Private room,7,3,0.44,1,0,1,250
Manhattan,East Village,Private room,10,36,0.48,2,0,1,150
Brooklyn,Fort Greene,Entire home/apt,2,120,2.05,1,300,1,400
Brooklyn,Bushwick,Entire home/apt,2,17,1.15,3,0,1,150
Manhattan,Washington Heights,Private room,2,19,0.78,1,0,1,28
Brooklyn,Williamsburg,Entire home/apt,1,5,0.12,1,0,1,100
Manhattan,Hell's Kitchen,Entire home/apt,30,0,,31,337,0,135
Brooklyn,Bushwick,Entire home/apt,1,103,5.5,4,69,1,250
Queens,Astoria,Entire home/apt,30,24,0.26,8,271,1,95
Queens,Corona,Shared room,2,1,1.0,8,346,1,25
Manhattan,Upper West Side,Private room,1,4,0.11,1,0,1,48
Brooklyn,Red Hook,Entire home/apt,1,0,,1,0,0,125
Brooklyn,Clinton Hill,Entire home/apt,30,1,0.02,1,0,1,220
Brooklyn,Williamsburg,Entire home/apt,3,3,3.0,4,16,1,285
Brooklyn,Clinton Hill,Entire home/apt,3,2,0.22,1,16,1,200
Brooklyn,East Flatbush,Private room,1,2,0.05,1,365,1,100
Brooklyn,Williamsburg,Entire home/apt,4,0,,1,0,0,165
Manhattan,Chelsea,Entire home/apt,3,23,0.36,1,0,1,90
Brooklyn,Bushwick,Entire home/apt,2,4,0.18,1,0,1,195
Queens,Astoria,Private room,1,15,0.26,1,322,1,99
Brooklyn,Crown Heights,Entire home/apt,4,8,0.12,1,220,1,50
Manhattan,Financial District,Private room,7,4,1.97,13,323,1,169
Brooklyn,Park Slope,Private room,1,100,2.11,1,1,1,99
Brooklyn,Williamsburg,Private room,2,40,1.15,1,1,1,53
Manhattan,Chelsea,Private room,1,1,0.16,3,0,1,114
Queens,Sunnyside,Private room,1,78,2.21,1,218,1,50
Manhattan,Hell's Kitchen,Private room,2,93,2.14,3,232,1,199
Queens,East Elmhurst,Private room,1,27,8.44,5,171,1,55
Brooklyn,Williamsburg,Private room,3,4,0.13,1,0,1,45
Brooklyn,Williamsburg,Private room,4,8,0.19,2,19,1,65
Manhattan,Chelsea,Entire home/apt,1,0,,1,0,0,200
Manhattan,Chelsea,Entire home/apt,3,3,3.0,1,49,1,175
Manhattan,Harlem,Private room,2,14,0.52,1,0,1,120
Manhattan,Harlem,Entire home/apt,4,5,0.31,1,7,1,90
Manhattan,Upper West Side,Entire home/apt,20,0,,1,0,0,150
Manhattan,Upper West Side,Private room,2,0,,1,0,0,175
Brooklyn,South Slope,Entire home/apt,3,8,0.15,1,0,1,150
Queens,Flushing,Entire home/apt,3,1,0.02,1,0,1,90
Queens,Bayside,Entire home/apt,2,67,0.95,2,322,1,299
Manhattan,Washington Heights,Private room,1,7,5.12,5,185,1,150
Manhattan,Lower East Side,Entire home/apt,2,5,0.25,3,4,1,250
Brooklyn,Bushwick,Entire home/apt,4,1,0.02,1,0,1,98
Brooklyn,Williamsburg,Entire home/apt,3,19,0.57,1,7,1,250
Manhattan,Murray Hill,Entire home/apt,1,1,0.03,1,0,1,100
Brooklyn,Kensington,Private room,1,9,0.21,6,365,1,149
Brooklyn,Crown Heights,Private room,7,0,,2,0,0,60
Brooklyn,Greenpoint,Private room,3,21,0.49,13,0,1,189
Manhattan,East Village,Private room,3,0,,1,0,0,95
Brooklyn,Bedford-Stuyvesant,Private room,2,34,0.88,1,0,1,60
Brooklyn,Fort Greene,Entire home/apt,3,29,0.49,1,6,1,316
Brooklyn,East New York,Private room,2,50,1.92,1,180,1,99
Brooklyn,Brighton Beach,Entire home/apt,1,0,,1,0,0,199
Brooklyn,Canarsie,Private room,2,16,1.24,3,346,1,49
Manhattan,East Harlem,Private room,7,0,,1,0,0,75
Brooklyn,East Flatbush,Entire home/apt,2,27,2.3,2,217,1,200
Manhattan,Washington Heights,Private room,2,76,1.29,1,291,1,40
Manhattan,East Harlem,Private room,1,3,0.05,1,0,1,75
Brooklyn,Canarsie,Entire home/apt,3,65,3.19,3,305,1,65
Brooklyn,Flatbush,Private room,1,73,1.58,1,334,1,62
Brooklyn,Bedford-Stuyvesant,Private room,2,36,0.61,7,71,1,72
Manhattan,Upper West Side,Entire home/apt,1,0,,1,0,0,110
Manhattan,Upper East Side,Private room,4,11,1.3,1,156,1,80
Manhattan,Gramercy,Private room,3,7,0.1,3,217,1,80
Brooklyn,Bushwick,Private room,7,1,0.16,2,365,1,100
Brooklyn,Borough Park,Private room,1,12,0.65,4,333,1,56
Brooklyn,Bushwick,Private room,1,0,,1,0,0,70
Manhattan,East Village,Entire home/apt,2,2,0.32,2,28,1,260
Manhattan,East Village,Entire home/apt,1,0,,1,0,0,150
Brooklyn,Clinton Hill,Private room,3,0,,1,0,0,60
Manhattan,Financial District,Entire home/apt,30,1,0.27,232,189,1,267
Manhattan,East Harlem,Shared room,2,35,3.23,9,9,1,49
Brooklyn,Bedford-Stuyvesant,Entire home/apt,3,33,2.12,1,166,1,100
Queens,Long Island City,Private room,1,0,,5,359,0,89
Brooklyn,Bushwick,Private room,1,11,0.52,1,0,1,75
Brooklyn,Williamsburg,Entire home/apt,180,0,,1,310,0,400
Brooklyn,Williamsburg,Private room,2,1,0.04,1,0,1,80
Manhattan,East Village,Entire home/apt,30,17,4.18,1,74,1,211
Manhattan,Harlem,Shared room,1,0,,2,0,0,100
Manhattan,Theater District,Entire home/apt,30,4,0.21,1,292,1,185
Manhattan,Upper West Side,Entire home/apt,90,0,,8,125,0,135
Brooklyn,Bedford-Stuyvesant,Private room,2,24,0.41,5,339,1,89
Manhattan,Harlem,Entire home/apt,2,210,4.73,2,237,1,130
Manhattan,East Village,Private room,7,0,,1,0,0,55
Brooklyn,Williamsburg,Private room,30,16,0.45,2,225,1,69
Brooklyn,Williamsburg,Entire home/apt,2,1,0.03,1,0,1,199
Brooklyn,Bedford-Stuyvesant,Entire home/apt,3,17,1.45,1,0,1,150
Brooklyn,Downtown Brooklyn,Private room,2,26,2.39,1,0,1,85
Manhattan,Midtown,Entire home/apt,1,186,4.68,1,230,1,139
Manhattan,East Harlem,Private room,5,204,1.92,1,192,1,100
Brooklyn,Bushwick,Private room,1,50,3.61,1,91,1,60
Brooklyn,Williamsburg,Entire home/apt,2,1,1.0,1,15,1,230
Brooklyn,Clinton Hill,Entire home/apt,1,0,,1,26,0,126
Manhattan,Upper East Side,Entire home/apt,3,1,0.45,9,103,1,175
Brooklyn,East Flatbush,Private room,1,14,5.32,5,81,1,54
Brooklyn,Sunset Park,Entire home/apt,3,0,,1,0,0,179
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,4,3,1.64,1,145,1,125
Manhattan,Harlem,Entire home/apt,1,102,1.19,2,91,1,185
Manhattan,Upper West Side,Entire home/apt,30,2,0.06,6,0,1,295
Manhattan,Gramercy,Entire home/apt,30,0,,65,242,0,235
Brooklyn,East Flatbush,Entire home/apt,2,44,1.28,1,279,1,215
Manhattan,Hell's Kitchen,Entire home/apt,1,4,0.14,1,0,1,97
Brooklyn,Bushwick,Entire home/apt,2,84,2.61,1,322,1,75
Manhattan,Upper West Side,Entire home/apt,1,10,0.19,1,0,1,130
Bronx,Williamsbridge,Private room,1,19,0.83,1,311,1,50
Brooklyn,Crown Heights,Private room,2,3,0.12,1,0,1,85
Manhattan,East Harlem,Entire home/apt,6,25,0.49,1,161,1,110
Brooklyn,Williamsburg,Entire home/apt,30,183,2.63,1,0,1,180
Brooklyn,Midwood,Entire home/apt,3,0,,1,101,0,250
Queens,Forest Hills,Entire home/apt,9,1,1.0,1,322,1,16
Brooklyn,Williamsburg,Private room,7,0,,1,210,0,65
Queens,Long Island City,Entire home/apt,3,1,0.81,7,23,1,150
Brooklyn,Park Slope,Entire home/apt,3,120,3.51,2,96,1,170
Brooklyn,Columbia St,Entire home/apt,30,35,0.55,1,18,1,107
Brooklyn,Bushwick,Private room,1,2,0.13,2,20,1,100
Queens,Long Island City,Private room,6,2,0.13,1,0,1,48
Brooklyn,Gowanus,Private room,2,97,2.92,2,80,1,45
Brooklyn,Bedford-Stuyvesant,Private room,2,1,0.04,1,365,1,60
Queens,Long Island City,Private room,1,16,1.37,1,95,1,35
Manhattan,Harlem,Entire home/apt,30,0,,1,0,0,120
Manhattan,Gramercy,Private room,1,35,3.3,3,365,1,129
Brooklyn,Brooklyn Heights,Private room,1,0,,1,0,0,135
Brooklyn,Bedford-Stuyvesant,Private room,1,9,4.35,1,147,1,60
Manhattan,Upper East Side,Shared room,1,115,4.06,2,0,1,35
Brooklyn,Williamsburg,Entire home/apt,4,21,0.41,1,306,1,122
Manhattan,Harlem,Private room,1,0,,1,0,0,125
Manhattan,Lower East Side,Private room,5,0,,1,0,0,90
Brooklyn,Bushwick,Entire home/apt,2,234,3.9,1,255,1,149
Brooklyn,Greenpoint,Private room,30,10,0.15,1,92,1,60
Manhattan,Financial District,Entire home/apt,1,22,7.59,6,323,1,225
Queens,Forest Hills,Entire home/apt,2,6,0.93,1,168,1,175
Manhattan,Greenwich Village,Entire home/apt,3,4,0.19,1,0,1,174
Brooklyn,Sheepshead Bay,Private room,3,0,,1,0,0,55
Brooklyn,Williamsburg,Private room,1,143,2.99,4,273,1,132
Queens,Woodside,Private room,1,16,7.06,2,81,1,50
Queens,Astoria,Entire home/apt,14,0,,1,0,0,65
Queens,Flushing,Private room,30,0,,1,326,0,45
Manhattan,Upper East Side,Private room,2,3,0.06,1,0,1,110
Manhattan,Hell's Kitchen,Entire home/apt,3,1,0.16,1,0,1,375
Brooklyn,Bedford-Stuyvesant,Private room,3,20,0.34,1,257,1,275
Queens,Flushing,Private room,1,116,1.63,2,0,1,59
Brooklyn,Williamsburg,Private room,2,11,2.92,1,83,1,90
Brooklyn,East Flatbush,Entire home/apt,2,14,1.03,2,0,1,65
Manhattan,Financial District,Entire home/apt,30,0,,2,346,0,185
Brooklyn,Bushwick,Entire home/apt,3,3,1.13,1,3,1,120
Brooklyn,Williamsburg,Entire home/apt,1,1,1.0,2,64,1,250
Manhattan,Upper East Side,Private room,3,5,1.47,9,0,1,60
Bronx,Belmont,Private room,1,3,0.16,1,0,1,30
Brooklyn,Greenpoint,Entire home/apt,30,0,,52,5,0,129
Manhattan,Chelsea,Private room,3,1,0.04,1,0,1,100
Brooklyn,Williamsburg,Entire home/apt,2,7,0.37,1,0,1,165
Brooklyn,Gowanus,Private room,2,1,1.0,1,61,1,100
Manhattan,Kips Bay,Entire home/apt,30,0,,232,326,0,271
Brooklyn,Bedford-Stuyvesant,Private room,5,4,0.72,10,360,1,55
Manhattan,Lower East Side,Private room,30,0,,4,310,0,86
Brooklyn,Williamsburg,Private room,4,6,1.98,1,55,1,75
Brooklyn,Gravesend,Entire home/apt,7,0,,2,0,0,106
Manhattan,Upper East Side,Entire home/apt,2,0,,1,0,0,200
Brooklyn,Park Slope,Entire home/apt,3,22,0.72,2,0,1,125
Manhattan,Upper East Side,Private room,5,16,0.4,2,80,1,89
Brooklyn,Greenpoint,Entire home/apt,2,7,1.89,3,14,1,95
Brooklyn,Williamsburg,Entire home/apt,2,135,2.32,1,66,1,120
Brooklyn,Greenpoint,Entire home/apt,5,4,0.11,1,0,1,95
Brooklyn,Bushwick,Private room,2,13,0.93,2,141,1,38
Brooklyn,Bushwick,Private room,2,170,4.58,1,37,1,75
Manhattan,Upper West Side,Entire home/apt,3,4,0.21,1,3,1,250
Queens,Jamaica,Private room,2,13,0.22,1,362,1,65
Queens,St. Albans,Private room,2,8,0.76,4,122,1,55
Brooklyn,Sunset Park,Private room,22,16,0.29,3,173,1,70
Manhattan,Chinatown,Private room,3,4,0.4,2,0,1,75
Brooklyn,Flatlands,Private room,2,0,,1,0,0,35
Manhattan,Upper West Side,Entire home/apt,1,4,0.08,1,0,1,220
Manhattan,Chelsea,Entire home/apt,4,5,0.1,1,0,1,175
Brooklyn,Williamsburg,Private room,3,200,1.86,4,262,1,80
Manhattan,Upper West Side,Private room,1,7,0.14,1,0,1,160
Brooklyn,Williamsburg,Private room,3,0,,3,0,0,69
Manhattan,Hell's Kitchen,Entire home/apt,30,0,,13,300,0,145
Brooklyn,Brooklyn Heights,Entire home/apt,1,1,0.03,1,0,1,120
Brooklyn,Bushwick,Private room,1,238,3.46,3,320,1,59
Queens,Astoria,Private room,60,1,0.02,1,0,1,42
Brooklyn,Bedford-Stuyvesant,Private room,3,6,1.41,1,179,1,80
Manhattan,Harlem,Private room,1,40,4.26,2,66,1,150
Queens,Long Island City,Entire home/apt,2,14,0.68,1,0,1,85
Manhattan,Harlem,Entire home/apt,2,18,0.42,1,0,1,130
Brooklyn,Gowanus,Entire home/apt,2,0,,2,0,0,110
Brooklyn,Red Hook,Entire home/apt,5,28,1.53,1,0,1,110
Brooklyn,Clinton Hill,Entire home/apt,3,3,0.06,1,0,1,145
Brooklyn,Bedford-Stuyvesant,Entire home/apt,30,7,0.5,1,0,1,80
Queens,Astoria,Entire home/apt,2,0,,1,0,0,74
Brooklyn,Bedford-Stuyvesant,Private room,1,29,2.46,6,288,1,118
Brooklyn,Crown Heights,Entire home/apt,1,0,,1,165,0,180
Manhattan,East Harlem,Entire home/apt,1,1,0.05,1,0,1,113
Brooklyn,Greenpoint,Entire home/apt,7,3,0.78,1,6,1,100
Manhattan,Chelsea,Entire home/apt,1,1,1.0,1,336,1,213
Manhattan,East Village,Entire home/apt,1,36,1.14,1,36,1,170
Manhattan,Upper West Side,Entire home/apt,30,0,,91,312,0,133
Brooklyn,Park Slope,Entire home/apt,3,76,0.95,1,48,1,190
Brooklyn,Bushwick,Private room,2,13,1.03,1,8,1,65
Brooklyn,Fort Hamilton,Entire home/apt,4,3,0.48,3,295,1,115
Queens,Long Island City,Entire home/apt,1,0,,1,42,0,75
Manhattan,Upper East Side,Entire home/apt,1,68,3.09,1,98,1,148
Queens,Astoria,Entire home/apt,2,7,0.12,1,0,1,99
Brooklyn,East New York,Private room,1,56,2.37,5,37,1,40
Manhattan,East Village,Entire home/apt,1,2,0.05,1,0,1,250
Manhattan,Kips Bay,Entire home/apt,7,9,0.16,1,291,1,200
Manhattan,Harlem,Private room,2,0,,2,14,0,42
Queens,Woodside,Entire home/apt,30,1,0.77,1,333,1,99
Bronx,Wakefield,Private room,1,14,1.42,3,332,1,37
Manhattan,Harlem,Private room,30,1,0.41,103,228,1,47
Manhattan,Hell's Kitchen,Private room,2,17,0.37,5,130,1,250
Brooklyn,Williamsburg,Entire home/apt,3,151,1.86,1,115,1,220
Brooklyn,Clinton Hill,Entire home/apt,2,27,0.33,1,159,1,100
Queens,Long Island City,Shared room,4,1,0.11,2,1,1,65
Manhattan,Lower East Side,Private room,3,8,0.21,1,0,1,60
Brooklyn,Bushwick,Private room,30,1,1.0,3,297,1,79
Brooklyn,Flatlands,Entire home/apt,1,24,1.3,1,328,1,117
Brooklyn,Bushwick,Private room,3,0,,1,28,0,84
Brooklyn,Williamsburg,Private room,1,3,0.13,1,0,1,57
Manhattan,Washington Heights,Entire home/apt,30,0,,1,83,0,70
Brooklyn,South Slope,Private room,4,65,1.34,1,290,1,63
Manhattan,East Village,Entire home/apt,2,103,1.08,1,235,1,200
Brooklyn,Sunset Park,Entire home/apt,28,4,0.59,1,219,1,100
Brooklyn,Williamsburg,Private room,10,0,,1,0,0,75
Manhattan,Midtown,Entire home/apt,7,0,,1,199,0,290
Staten Island,New Springville,Entire home/apt,2,0,,1,0,0,150
Manhattan,Upper West Side,Entire home/apt,30,0,,1,36,0,150
Manhattan,Upper West Side,Private room,1,0,,1,0,0,59
Brooklyn,Flatbush,Entire home/apt,3,62,2.37,1,108,1,100
Manhattan,Chelsea,Entire home/apt,30,24,0.36,1,66,1,320
Brooklyn,Fort Hamilton,Entire home/apt,15,3,0.14,2,365,1,100
Brooklyn,Bushwick,Private room,2,10,2.61,5,158,1,53
Manhattan,Harlem,Private room,1,3,0.15,1,0,1,50
Queens,Forest Hills,Private room,5,18,0.83,2,80,1,45
Manhattan,Upper East Side,Entire home/apt,4,0,,1,0,0,150
Manhattan,Harlem,Private room,20,0,,1,0,0,45
Brooklyn,Bedford-Stuyvesant,Private room,1,0,,1,0,0,80
Bronx,Fordham,Private room,3,84,2.74,4,75,1,58
Brooklyn,Williamsburg,Private room,2,220,2.17,2,8,1,69
Manhattan,Financial District,Shared room,10,0,,1,0,0,100
Queens,Long Island City,Private room,2,0,,2,279,0,79
Brooklyn,Bedford-Stuyvesant,Shared room,1,12,1.0,34,360,1,38
Queens,Elmhurst,Private room,1,20,6.32,4,156,1,57
Brooklyn,Bedford-Stuyvesant,Private room,1,0,,1,0,0,66
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,2,11,0.94,1,0,1,125
Brooklyn,Williamsburg,Entire home/apt,3,16,2.35,1,271,1,250
Queens,Long Island City,Private room,2,62,1.96,1,118,1,95
Manhattan,Washington Heights,Private room,1,10,8.82,1,71,1,50
Queens,East Elmhurst,Private room,1,8,2.58,4,210,1,39
Queens,Ditmars Steinway,Private room,2,0,,1,35,0,55
Brooklyn,Bushwick,Entire home/apt,5,1,0.24,1,11,1,125
Manhattan,Lower East Side,Private room,3,28,1.07,1,0,1,104
Bronx,Concourse Village,Entire home/apt,5,1,0.02,1,0,1,145
Manhattan,Midtown,Private room,1,2,0.08,1,88,1,115
Manhattan,Harlem,Private room,4,42,1.34,1,10,1,65
Manhattan,Washington Heights,Private room,1,88,3.66,1,0,1,70
Brooklyn,Bushwick,Entire home/apt,2,70,1.67,1,335,1,218
Brooklyn,Bedford-Stuyvesant,Private room,1,0,,1,29,0,60
Manhattan,West Village,Private room,2,80,1.22,1,296,1,135
Manhattan,Upper East Side,Entire home/apt,16,8,0.2,1,0,1,95
Manhattan,Chelsea,Entire home/apt,14,1,0.15,1,16,1,85
Brooklyn,Crown Heights,Entire home/apt,2,6,0.15,1,0,1,110
Brooklyn,Crown Heights,Private room,1,28,1.92,1,88,1,100
Manhattan,Financial District,Entire home/apt,4,51,2.06,1,40,1,225
Brooklyn,Williamsburg,Private room,5,0,,2,0,0,45
Manhattan,Midtown,Entire home/apt,30,0,,96,311,0,140
Manhattan,Upper West Side,Entire home/apt,7,2,0.65,1,0,1,123
Manhattan,Financial District,Entire home/apt,30,0,,232,339,0,285
Brooklyn,Bushwick,Entire home/apt,3,54,2.6,1,59,1,150
Brooklyn,Kensington,Private room,1,7,1.86,1,0,1,56
Manhattan,Murray Hill,Entire home/apt,30,3,0.16,50,364,1,130
Staten Island,Tompkinsville,Entire home/apt,3,10,0.86,2,87,1,106
Brooklyn,Bedford-Stuyvesant,Private room,1,51,5.56,2,224,1,90
Manhattan,Harlem,Entire home/apt,3,0,,1,0,0,120
Manhattan,East Village,Entire home/apt,5,0,,1,0,0,150
Queens,Elmhurst,Private room,30,0,,37,31,0,33
Manhattan,Gramercy,Entire home/apt,5,2,0.05,3,30,1,239
Manhattan,Financial District,Entire home/apt,29,0,,327,342,0,165
Brooklyn,Bath Beach,Private room,2,1,0.42,2,316,1,49
Manhattan,Chelsea,Entire home/apt,1,0,,2,127,0,215
Brooklyn,Bedford-Stuyvesant,Entire home/apt,3,72,1.31,1,291,1,180
Manhattan,Kips Bay,Private room,3,2,0.1,1,0,1,75
Brooklyn,Midwood,Private room,1,4,0.29,1,84,1,40
Brooklyn,Gowanus,Entire home/apt,30,28,0.43,1,297,1,130
Brooklyn,Bushwick,Entire home/apt,4,32,0.5,1,8,1,98
Manhattan,East Harlem,Private room,2,3,2.43,2,175,1,90
Manhattan,Harlem,Private room,3,4,0.21,1,0,1,55
Brooklyn,Williamsburg,Entire home/apt,2,1,0.15,1,0,1,241
Brooklyn,Williamsburg,Private room,1,1,1.0,1,188,1,89
Manhattan,Upper East Side,Private room,1,14,0.51,3,326,1,132
Manhattan,Chinatown,Private room,15,3,0.16,1,0,1,41
Manhattan,Midtown,Private room,5,41,1.2,1,333,1,200
Brooklyn,Brighton Beach,Entire home/apt,2,6,0.85,2,332,1,105
Manhattan,Harlem,Entire home/apt,2,16,1.62,1,140,1,95
Manhattan,Lower East Side,Private room,3,48,3.19,2,181,1,89
Manhattan,Harlem,Shared room,5,0,,1,0,0,65
Manhattan,Financial District,Private room,3,0,,1,0,0,98
Manhattan,Upper East Side,Entire home/apt,30,2,0.08,29,209,1,120
Manhattan,East Village,Entire home/apt,2,2,0.09,1,0,1,150
Brooklyn,Crown Heights,Private room,30,0,,1,113,0,50
Manhattan,NoHo,Entire home/apt,1,0,,1,0,0,400
Brooklyn,Williamsburg,Private room,1,3,0.08,1,0,1,50
Manhattan,Harlem,Private room,1,69,3.73,1,277,1,120
Manhattan,East Harlem,Entire home/apt,5,20,1.04,1,341,1,120
Manhattan,Murray Hill,Entire home/apt,3,1,0.02,1,0,1,229
Brooklyn,Greenpoint,Private room,2,0,,1,0,0,80
Manhattan,Midtown,Entire home/apt,30,0,,96,342,0,220
Brooklyn,Boerum Hill,Entire home/apt,2,6,0.53,1,0,1,350
Manhattan,Nolita,Private room,2,1,0.02,1,0,1,80
Bronx,Concourse,Entire home/apt,2,2,0.08,1,0,1,140
Manhattan,Midtown,Entire home/apt,3,8,0.19,1,1,1,250
Manhattan,Washington Heights,Private room,3,18,1.78,1,298,1,50
Brooklyn,Bay Ridge,Private room,1,0,,1,342,0,70
Queens,Jamaica,Entire home/apt,1,4,4.0,1,78,1,100
Bronx,Throgs Neck,Private room,1,1,1.0,1,365,1,65
Brooklyn,Gravesend,Shared room,7,0,,6,321,0,25
Manhattan,East Village,Entire home/apt,1,1,0.02,1,0,1,183
Queens,Astoria,Entire home/apt,2,147,3.43,2,325,1,275
Manhattan,Upper East Side,Entire home/apt,7,3,0.13,1,0,1,140
Manhattan,Greenwich Village,Private room,1,3,0.06,3,0,1,78
Brooklyn,Williamsburg,Entire home/apt,4,33,0.44,2,1,1,189
Brooklyn,Bedford-Stuyvesant,Private room,7,0,,1,0,0,100
Brooklyn,Williamsburg,Entire home/apt,6,3,0.19,1,0,1,140
Brooklyn,Williamsburg,Private room,5,1,0.02,1,0,1,85
Brooklyn,Williamsburg,Private room,1,0,,1,0,0,60
Manhattan,SoHo,Private room,4,1,0.06,1,0,1,180
Manhattan,West Village,Entire home/apt,2,9,0.16,1,0,1,200
Brooklyn,Bedford-Stuyvesant,Private room,7,0,,1,365,0,60
Brooklyn,Crown Heights,Entire home/apt,5,0,,1,0,0,89
Queens,Flushing,Private room,1,13,4.94,6,125,1,60
Manhattan,Upper East Side,Private room,1,18,1.59,5,0,1,99
Brooklyn,Bushwick,Private room,21,1,0.44,1,36,1,37
Manhattan,Inwood,Entire home/apt,2,7,0.29,1,0,1,175
Manhattan,Kips Bay,Private room,1,1,0.67,2,157,1,150
Manhattan,Financial District,Entire home/apt,30,1,1.0,121,364,1,189
Brooklyn,Bedford-Stuyvesant,Private room,3,0,,2,0,0,60
Manhattan,Upper East Side,Entire home/apt,3,7,0.11,3,157,1,275
Manhattan,Upper East Side,Entire home/apt,5,3,0.08,1,0,1,97
Manhattan,Greenwich Village,Private room,3,7,0.38,3,63,1,125
Brooklyn,Bedford-Stuyvesant,Entire home/apt,3,43,4.54,1,123,1,275
Brooklyn,Bushwick,Private room,1,0,,1,0,0,35
Queens,Ditmars Steinway,Private room,2,8,2.26,2,110,1,55
Brooklyn,Crown Heights,Entire home/apt,2,18,0.64,1,0,1,135
Manhattan,East Harlem,Entire home/apt,2,2,1.87,1,138,1,319
Brooklyn,Bedford-Stuyvesant,Private room,1,2,2.0,1,23,1,51
Brooklyn,Crown Heights,Entire home/apt,2,13,0.24,1,224,1,300
Manhattan,Greenwich Village,Entire home/apt,2,22,2.83,1,11,1,89
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,119,1.96,2,218,1,145
Manhattan,Harlem,Entire home/apt,6,187,1.87,1,189,1,135
Queens,Jamaica,Private room,1,1,0.05,18,365,1,135
Brooklyn,Bedford-Stuyvesant,Entire home/apt,14,33,0.72,1,105,1,130
Queens,Flushing,Private room,2,24,1.22,7,57,1,45
Brooklyn,Greenpoint,Entire home/apt,30,32,1.18,2,326,1,179
Brooklyn,Williamsburg,Private room,4,2,0.11,1,0,1,80
Queens,Ditmars Steinway,Private room,3,11,1.14,1,244,1,42
